timestamp,temperature_c,humidity_pct,fridge_power_w,front_door_open,fire_alarm,anomaly_class
2025-01-01 12:45:00,23.61,44.03,146.6,0,0,0
2025-01-01 12:50:00,23.68,44.36,153.7,0,0,0
2025-01-01 12:55:00,23.21,45.85,153.0,0,0,0
2025-01-01 13:00:00,24.53,46.05,154.2,0,0,0
2025-01-01 13:05:00,23.87,43.85,147.5,0,0,0
2025-01-01 13:10:00,23.07,44.95,146.9,0,0,0
2025-01-01 13:15:00,24.02,49.28,141.9,0,0,0
2025-01-01 13:20:00,23.23,48.46,143.8,0,0,0
2025-01-01 13:25:00,24.14,45.87,139.7,0,0,0
2025-01-01 13:30:00,24.35,45.08,143.7,0,0,0
2025-01-01 13:35:00,23.39,45.24,138.3,0,0,0
2025-01-01 13:40:00,24.3,46.23,141.9,0,0,0
2025-01-01 13:45:00,24.05,42.95,140.0,0,0,0
2025-01-01 13:50:00,24.27,44.49,146.3,0,0,0
2025-01-01 13:55:00,24.83,41.66,141.2,0,0,0
2025-01-01 14:00:00,23.78,45.8,133.7,0,0,0
2025-01-01 14:05:00,23.54,46.29,150.2,0,0,0
2025-01-01 14:10:00,23.48,44.03,140.9,0,0,0
2025-01-01 14:15:00,23.53,48.15,143.9,0,0,0
2025-01-01 14:20:00,23.92,42.55,145.9,0,0,0
2025-01-01 14:25:00,24.14,42.07,157.6,0,0,0
2025-01-01 14:30:00,24.11,45.45,141.8,0,0,0
2025-01-01 14:35:00,24.4,47.09,169.9,0,0,0
2025-01-01 14:40:00,24.0,48.37,161.1,0,0,0
2025-01-01 14:45:00,24.72,44.08,158.3,0,0,0
2025-01-01 14:50:00,23.86,47.16,158.0,0,0,0
2025-01-01 14:55:00,25.36,44.92,160.6,0,0,0
2025-01-01 15:00:00,24.31,44.65,162.4,0,0,0
2025-01-01 15:05:00,23.57,46.77,163.2,0,0,0
2025-01-01 15:10:00,23.46,46.3,162.7,0,0,0
2025-01-01 15:15:00,24.23,41.85,159.9,0,0,0
2025-01-01 15:20:00,23.88,47.95,157.8,0,0,0
2025-01-01 15:25:00,24.34,47.76,157.0,0,0,0
2025-01-01 15:30:00,24.21,43.75,155.5,0,0,0
2025-01-01 15:35:00,23.93,45.79,160.6,0,0,0
2025-01-01 15:40:00,23.53,45.99,156.3,0,0,0
2025-01-01 15:45:00,23.18,45.52,136.9,0,0,0
2025-01-01 15:50:00,23.71,43.9,153.0,0,0,0
2025-01-01 15:55:00,24.34,43.66,148.9,0,0,0
2025-01-01 16:00:00,24.0,44.95,146.1,0,0,0
2025-01-01 16:05:00,23.26,47.35,142.6,0,0,0
2025-01-01 16:10:00,23.95,46.09,148.8,0,0,0
2025-01-01 16:15:00,24.03,44.26,146.7,0,0,0
2025-01-01 16:20:00,23.38,46.54,137.1,0,0,0
2025-01-01 16:25:00,23.87,39.3,142.4,0,0,0
2025-01-01 16:30:00,23.8,47.3,135.2,0,0,0
2025-01-01 16:35:00,23.17,41.52,133.1,0,0,0
2025-01-01 16:40:00,23.9,44.28,137.2,0,0,0
2025-01-01 16:45:00,23.97,42.76,145.3,0,0,0
2025-01-01 16:50:00,24.2,42.41,146.7,0,0,0
2025-01-01 16:55:00,24.16,47.32,145.7,0,0,0
2025-01-01 17:00:00,22.91,44.06,148.2,0,0,0
2025-01-01 17:05:00,23.1,45.69,148.8,0,0,0
2025-01-01 17:10:00,23.79,44.91,144.8,0,0,0
2025-01-01 17:15:00,23.75,45.95,151.9,0,0,0
2025-01-01 17:20:00,23.71,45.15,155.6,0,0,0
2025-01-01 17:25:00,25.35,42.43,157.1,0,0,0
2025-01-01 17:30:00,23.67,46.99,160.9,0,0,0
2025-01-01 17:35:00,23.91,44.01,160.0,0,0,0
2025-01-01 17:40:00,23.78,41.89,159.5,0,0,0
2025-01-01 17:45:00,23.58,44.14,164.1,0,0,0
2025-01-01 17:50:00,23.05,48.0,159.4,0,0,0
2025-01-01 17:55:00,23.55,46.7,155.5,0,0,0
2025-01-01 18:00:00,22.73,44.3,159.2,1,0,0
2025-01-01 18:05:00,22.96,44.3,156.0,1,0,0
2025-01-01 18:10:00,22.78,44.36,155.8,0,0,0
2025-01-01 18:15:00,23.02,49.15,157.6,0,0,0
2025-01-01 18:20:00,24.09,45.76,153.2,0,0,0
2025-01-01 18:25:00,21.94,45.86,154.2,0,0,0
2025-01-01 18:30:00,23.17,47.06,144.7,0,0,0
2025-01-01 18:35:00,21.97,45.48,153.6,0,0,0
2025-01-01 18:40:00,22.48,44.48,150.7,0,0,0
2025-01-01 18:45:00,23.21,44.61,144.8,0,0,0
2025-01-01 18:50:00,22.64,44.86,150.4,0,0,0
2025-01-01 18:55:00,22.02,44.93,150.1,0,0,0
2025-01-01 19:00:00,22.14,73.89,135.8,0,0,0
2025-01-01 19:05:00,22.78,65.59,138.7,0,0,0
2025-01-01 19:10:00,22.02,75.49,137.6,0,0,0
2025-01-01 19:15:00,22.44,73.36,136.0,0,0,0
2025-01-01 19:20:00,22.29,71.84,144.3,0,0,0
2025-01-01 19:25:00,21.88,66.94,139.0,0,0,0
2025-01-01 19:30:00,23.22,75.76,138.8,0,0,0
2025-01-01 19:35:00,22.4,67.55,130.6,0,0,0
2025-01-01 19:40:00,21.01,67.79,144.6,0,0,0
2025-01-01 19:45:00,22.06,61.6,136.3,0,0,0
2025-01-01 19:50:00,21.57,77.12,144.1,0,0,0
2025-01-01 19:55:00,22.27,65.07,146.8,0,0,0
2025-01-01 20:00:00,21.38,47.22,153.9,0,0,0
2025-01-01 20:05:00,21.66,42.92,142.3,0,0,0
2025-01-01 20:10:00,21.9,46.23,135.6,0,0,0
2025-01-01 20:15:00,22.02,42.89,153.4,0,0,0
2025-01-01 20:20:00,20.92,43.75,163.2,0,0,0
2025-01-01 20:25:00,21.29,48.83,161.9,0,0,0
2025-01-01 20:30:00,21.15,44.62,158.2,0,0,0
2025-01-01 20:35:00,21.0,45.43,155.8,0,0,0
2025-01-01 20:40:00,22.14,46.74,163.2,0,0,0
2025-01-01 20:45:00,21.4,45.99,154.9,0,0,0
2025-01-01 20:50:00,20.5,45.3,162.4,0,0,0
2025-01-01 20:55:00,21.52,45.73,162.4,0,0,0
2025-01-01 21:00:00,22.06,49.81,164.8,0,0,0
2025-01-01 21:05:00,21.45,44.88,172.6,0,0,0
2025-01-01 21:10:00,20.11,45.4,159.7,0,0,0
2025-01-01 21:15:00,20.56,47.1,154.0,0,0,0
2025-01-01 21:20:00,21.37,47.21,154.9,0,0,0
2025-01-01 21:25:00,20.32,47.37,144.5,0,0,0
2025-01-01 21:30:00,20.83,46.28,148.2,0,0,0
2025-01-01 21:35:00,20.93,42.71,147.8,0,0,0
2025-01-01 21:40:00,20.02,48.27,145.4,0,0,0
2025-01-01 21:45:00,20.38,42.71,147.0,0,0,0
2025-01-01 21:50:00,18.73,45.61,140.5,0,0,0
2025-01-01 21:55:00,19.77,43.49,148.8,0,0,0
2025-01-01 22:00:00,20.1,44.87,142.0,0,0,0
2025-01-01 22:05:00,19.54,45.66,141.0,0,0,0
2025-01-01 22:10:00,20.91,45.64,138.7,0,0,0
2025-01-01 22:15:00,19.32,45.84,140.8,0,0,0
2025-01-01 22:20:00,19.75,48.23,144.2,0,0,0
2025-01-01 22:25:00,19.98,45.91,136.0,0,0,0
2025-01-01 22:30:00,20.57,44.51,137.7,0,0,0
2025-01-01 22:35:00,19.07,46.93,140.4,0,0,0
2025-01-01 22:40:00,20.31,47.38,136.4,0,0,0
2025-01-01 22:45:00,19.68,42.54,140.5,0,0,0
2025-01-01 22:50:00,19.12,46.19,143.8,0,0,0
2025-01-01 22:55:00,19.79,46.4,152.3,0,0,0
2025-01-01 23:00:00,19.6,44.4,151.0,0,0,0
2025-01-01 23:05:00,19.14,47.75,152.5,0,0,0
2025-01-01 23:10:00,19.42,44.7,157.5,0,0,0
2025-01-01 23:15:00,19.14,45.25,154.3,0,0,0
2025-01-01 23:20:00,19.34,44.65,158.4,0,0,0
2025-01-01 23:25:00,19.56,45.03,157.2,0,0,0
2025-01-01 23:30:00,19.97,42.81,160.1,0,0,0
2025-01-01 23:35:00,18.5,42.12,156.6,0,0,0
2025-01-01 23:40:00,20.14,48.19,147.7,0,0,0
2025-01-01 23:45:00,18.05,43.31,159.3,0,0,0
2025-01-01 23:50:00,18.9,43.02,166.9,0,0,0
2025-01-01 23:55:00,19.22,40.69,163.8,0,0,0
2025-01-02 00:00:00,19.02,43.72,163.2,0,0,0
2025-01-02 00:05:00,18.52,42.35,163.4,0,0,0
2025-01-02 00:10:00,18.68,48.28,156.3,0,0,0
2025-01-02 00:15:00,18.5,47.02,155.3,0,0,0
2025-01-02 00:20:00,18.41,43.62,149.5,0,0,0
2025-01-02 00:25:00,19.09,49.5,149.2,0,0,0
2025-01-02 00:30:00,18.8,46.96,152.0,0,0,0
2025-01-02 00:35:00,18.23,44.35,153.2,0,0,0
2025-01-02 00:40:00,18.99,40.0,144.8,0,0,0
2025-01-02 00:45:00,18.66,49.58,141.7,0,0,0
2025-01-02 00:50:00,18.88,42.22,142.6,0,0,0
2025-01-02 00:55:00,18.75,41.71,144.5,0,0,0
2025-01-02 01:00:00,17.99,47.05,133.5,0,0,0
2025-01-02 01:05:00,18.09,49.88,128.7,0,0,0
2025-01-02 01:10:00,18.71,47.77,137.2,0,0,0
2025-01-02 01:15:00,18.61,46.13,134.0,0,0,0
2025-01-02 01:20:00,18.27,46.19,138.1,0,0,0
2025-01-02 01:25:00,18.31,46.71,140.7,0,0,0
2025-01-02 01:30:00,18.87,46.52,140.2,0,0,0
2025-01-02 01:35:00,17.91,45.56,151.1,0,0,0
2025-01-02 01:40:00,18.45,45.21,146.9,0,0,0
2025-01-02 01:45:00,18.06,44.87,148.5,0,0,0
2025-01-02 01:50:00,18.03,43.49,151.9,0,0,0
2025-01-02 01:55:00,18.67,44.44,144.9,0,0,0
2025-01-02 02:00:00,18.51,41.61,157.6,0,0,0
2025-01-02 02:05:00,18.49,44.8,153.7,0,0,0
2025-01-02 02:10:00,18.72,43.02,159.0,0,0,0
2025-01-02 02:15:00,18.07,42.79,151.7,0,0,0
2025-01-02 02:20:00,18.39,45.36,150.5,0,0,0
2025-01-02 02:25:00,17.88,47.78,163.2,0,0,0
2025-01-02 02:30:00,18.19,46.84,161.6,0,0,0
2025-01-02 02:35:00,17.95,41.86,155.5,0,0,0
2025-01-02 02:40:00,18.06,43.02,155.6,0,0,0
2025-01-02 02:45:00,18.3,46.88,165.2,0,0,0
2025-01-02 02:50:00,17.59,43.04,152.9,0,0,0
2025-01-02 02:55:00,19.05,44.55,166.0,0,0,0
2025-01-02 03:00:00,17.5,46.1,152.1,0,0,0
2025-01-02 03:05:00,17.39,43.06,158.3,0,0,0
2025-01-02 03:10:00,18.58,45.21,151.8,0,0,0
2025-01-02 03:15:00,18.4,42.33,154.7,0,0,0
2025-01-02 03:20:00,18.32,43.8,147.2,0,0,0
2025-01-02 03:25:00,18.33,45.64,147.3,0,0,0
2025-01-02 03:30:00,18.02,41.81,146.5,0,0,0
2025-01-02 03:35:00,17.59,45.88,139.7,0,0,0
2025-01-02 03:40:00,18.08,44.96,147.0,0,0,0
2025-01-02 03:45:00,17.72,46.1,139.5,0,0,0
2025-01-02 03:50:00,18.56,45.45,139.9,0,0,0
2025-01-02 03:55:00,18.01,47.73,135.4,0,0,0
2025-01-02 04:00:00,17.69,45.25,127.2,0,0,0
2025-01-02 04:05:00,17.96,44.14,139.1,0,0,0
2025-01-02 04:10:00,18.35,45.24,152.4,0,0,0
2025-01-02 04:15:00,17.88,46.09,144.9,0,0,0
2025-01-02 04:20:00,17.77,45.1,141.8,0,0,0
2025-01-02 04:25:00,18.33,45.08,141.8,0,0,0
2025-01-02 04:30:00,18.35,43.6,144.6,0,0,0
2025-01-02 04:35:00,18.0,43.67,148.8,0,0,0
2025-01-02 04:40:00,18.05,42.19,141.9,0,0,0
2025-01-02 04:45:00,18.43,48.5,155.2,0,0,0
2025-01-02 04:50:00,17.61,42.51,155.0,0,0,0
2025-01-02 04:55:00,17.67,43.61,156.8,0,0,0
2025-01-02 05:00:00,18.04,43.56,157.1,0,0,0
2025-01-02 05:05:00,18.33,46.79,156.5,0,0,0
2025-01-02 05:10:00,18.63,44.41,161.0,0,0,0
2025-01-02 05:15:00,19.24,47.5,161.7,0,0,0
2025-01-02 05:20:00,18.97,43.65,157.7,0,0,0
2025-01-02 05:25:00,18.5,45.56,157.0,0,0,0
2025-01-02 05:30:00,18.61,43.33,160.5,0,0,0
2025-01-02 05:35:00,18.16,49.29,167.5,0,0,0
2025-01-02 05:40:00,18.69,42.62,153.0,0,0,0
2025-01-02 05:45:00,18.6,45.62,151.0,0,0,0
2025-01-02 05:50:00,18.95,46.27,158.1,0,0,0
2025-01-02 05:55:00,18.42,45.83,156.1,0,0,0
2025-01-02 06:00:00,19.14,44.63,155.2,0,0,0
2025-01-02 06:05:00,19.69,44.74,153.8,0,0,0
2025-01-02 06:10:00,18.92,45.09,149.7,0,0,0
2025-01-02 06:15:00,19.22,44.71,156.5,0,0,0
2025-01-02 06:20:00,19.42,46.93,139.2,0,0,0
2025-01-02 06:25:00,18.92,49.42,141.4,0,0,0
2025-01-02 06:30:00,19.29,43.89,143.5,0,0,0
2025-01-02 06:35:00,19.23,42.26,134.4,0,0,0
2025-01-02 06:40:00,19.33,44.82,140.7,0,0,0
2025-01-02 06:45:00,18.95,50.16,149.0,0,0,0
2025-01-02 06:50:00,19.4,43.39,140.3,0,0,0
2025-01-02 06:55:00,19.69,48.28,141.2,0,0,0
2025-01-02 07:00:00,20.23,74.18,133.8,0,0,0
2025-01-02 07:05:00,20.04,73.85,137.5,0,0,0
2025-01-02 07:10:00,20.69,74.69,139.5,0,0,0
2025-01-02 07:15:00,19.29,73.47,140.8,0,0,0
2025-01-02 07:20:00,20.17,64.88,150.1,0,0,0
2025-01-02 07:25:00,19.88,72.91,148.0,0,0,0
2025-01-02 07:30:00,20.95,69.83,141.4,0,0,0
2025-01-02 07:35:00,19.51,64.12,149.9,0,0,0
2025-01-02 07:40:00,19.55,64.64,153.0,0,0,0
2025-01-02 07:45:00,19.74,71.65,158.0,0,0,0
2025-01-02 07:50:00,19.04,71.76,161.9,0,0,0
2025-01-02 07:55:00,19.9,71.75,150.5,0,0,0
2025-01-02 08:00:00,19.84,45.47,153.0,1,0,0
2025-01-02 08:05:00,15.36,41.89,151.9,1,0,1
2025-01-02 08:10:00,15.52,45.66,157.9,0,0,1
2025-01-02 08:15:00,16.35,46.67,162.0,0,0,1
2025-01-02 08:20:00,15.95,41.01,164.9,0,0,1
2025-01-02 08:25:00,15.26,45.75,159.6,0,0,1
2025-01-02 08:30:00,15.16,47.46,158.0,0,0,1
2025-01-02 08:35:00,15.92,42.58,159.6,0,0,1
2025-01-02 08:40:00,15.08,48.35,153.7,0,0,1
2025-01-02 08:45:00,16.72,45.84,167.1,0,0,1
2025-01-02 08:50:00,16.46,43.59,147.1,0,0,1
2025-01-02 08:55:00,15.7,44.89,154.5,0,0,1
2025-01-02 09:00:00,15.14,46.12,161.9,0,0,1
2025-01-02 09:05:00,21.74,45.15,150.0,0,0,0
2025-01-02 09:10:00,21.07,46.08,147.2,0,0,0
2025-01-02 09:15:00,21.82,43.16,144.6,0,0,0
2025-01-02 09:20:00,20.46,45.34,143.9,0,0,0
2025-01-02 09:25:00,21.03,42.17,150.2,0,0,0
2025-01-02 09:30:00,21.39,44.78,131.0,0,0,0
2025-01-02 09:35:00,21.48,43.19,148.8,0,0,0
2025-01-02 09:40:00,21.3,43.53,133.3,0,0,0
2025-01-02 09:45:00,21.9,47.47,138.7,0,0,0
2025-01-02 09:50:00,21.12,47.18,137.9,0,0,0
2025-01-02 09:55:00,21.64,46.22,143.3,0,0,0
2025-01-02 10:00:00,21.84,42.82,132.9,0,0,0
2025-01-02 10:05:00,22.1,44.37,144.2,0,0,0
2025-01-02 10:10:00,22.26,47.43,153.1,0,0,0
2025-01-02 10:15:00,21.4,45.28,137.6,0,0,0
2025-01-02 10:20:00,21.26,49.64,147.0,0,0,0
2025-01-02 10:25:00,22.73,45.79,144.5,0,0,0
2025-01-02 10:30:00,22.31,45.38,151.7,0,0,0
2025-01-02 10:35:00,21.83,44.38,151.5,0,0,0
2025-01-02 10:40:00,23.04,45.27,149.9,0,0,0
2025-01-02 10:45:00,22.38,44.7,157.3,0,0,0
2025-01-02 10:50:00,22.97,46.42,165.3,0,0,0
2025-01-02 10:55:00,22.48,46.91,156.7,0,0,0
2025-01-02 11:00:00,23.53,43.43,162.3,0,0,0
2025-01-02 11:05:00,23.43,42.34,153.0,0,0,0
2025-01-02 11:10:00,22.49,41.33,155.1,0,0,0
2025-01-02 11:15:00,23.15,46.02,162.4,0,0,0
2025-01-02 11:20:00,23.04,42.79,167.2,0,0,0
2025-01-02 11:25:00,23.46,40.69,161.0,0,0,0
2025-01-02 11:30:00,22.34,45.78,156.9,0,0,0
2025-01-02 11:35:00,23.22,49.99,157.3,0,0,0
2025-01-02 11:40:00,23.46,44.99,149.7,0,0,0
2025-01-02 11:45:00,22.1,46.68,157.4,0,0,0
2025-01-02 11:50:00,22.44,45.16,157.1,0,0,0
2025-01-02 11:55:00,22.05,44.8,148.6,0,0,0
2025-01-02 12:00:00,22.99,46.84,146.7,0,0,0
2025-01-02 12:05:00,23.53,44.42,148.6,0,0,0
2025-01-02 12:10:00,23.96,45.53,143.4,0,0,0
2025-01-02 12:15:00,23.29,45.64,143.7,0,0,0
2025-01-02 12:20:00,24.11,43.66,153.2,0,0,0
2025-01-02 12:25:00,22.65,46.98,140.3,0,0,0
2025-01-02 12:30:00,22.53,44.65,139.0,0,0,0
2025-01-02 12:35:00,23.39,43.49,137.0,0,0,0
2025-01-02 12:40:00,23.65,46.07,143.7,0,0,0
2025-01-02 12:45:00,23.48,43.2,139.2,0,0,0
2025-01-02 12:50:00,22.5,45.06,137.3,0,0,0
2025-01-02 12:55:00,23.52,44.98,147.9,0,0,0
2025-01-02 13:00:00,22.95,47.17,149.5,0,0,0
2025-01-02 13:05:00,23.97,45.95,140.7,0,0,0
2025-01-02 13:10:00,23.84,44.95,135.9,0,0,0
2025-01-02 13:15:00,23.22,46.64,151.9,0,0,0
